Feature ID	Taxon	Confidence
dc5f7aaa4925458e29bfe006d5ef3557	Unassigned	0.8181158303119745
3c9912dffe58f699d63936869f204270	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Ralstonia	0.9457000093716802
3d28d49ae407b0bb918229d24f3fe759	Unassigned	0.8425782665337455
bad5b0b0a8aed44d7bbc0f7ee224264e	Unassigned	0.8297985867266368
47e8a4dc97e29b7f5ef92c46f6fcd07a	Unassigned	0.5771696490540753
1252471896489f869c609b88cf318383	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Cupriavidus	0.988609015012718
7108056ea9d93428aef16f6f285f71b3	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium	0.7752989929178463
478864597e5d0ddbeee0b726fa6ed933	Unassigned	0.8983662081840571
6d02a7a81199be9d4708e650b5364ca6	Unassigned	0.9430380716597491
d2ff09a39c1f3bd632387f806deaa32f	Unassigned	0.6641555342462513
2e3039fac2e6fa467f334a7205c5885a	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_iners	0.8088565614198325
c9b826ad9922a370ce7f8e410e7de9b0	Unassigned	0.9459959730323524
069b14ce0a5ca9882f6fbf1c8569b464	Unassigned	0.7218779316812722
7920cd5cb74e7a6884c294b9a6afefe8	Unassigned	0.5096387887431552
723d216ca6488423c4d0ef8914d6e59c	Unassigned	0.4550544088860362
d045e32a2b397fad7f65a841854b2432	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_jensenii	0.9261161295688634
ee854cac9199a19fc6e7198def629317	Unassigned	0.3852662736270621
7c189cbd1a445a68bb9000a4cbc3a96d	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_jensenii	0.9192070928560583
d20a4f12d2c267942cc574165250119f	Unassigned	0.8813868718995668
61e334f6bd262ae99f7fe6282a0ae89a	Unassigned	0.707175787664125
98949e1bbabe8819f747cf77ce781b2c	Unassigned	0.8555144056539461
681cb1be4d8018f750d23ae35bdb5255	Unassigned	0.3190760804539313
e8a8a9c7aa269e9f45e1470b1854c9db	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_iners	0.9670880744179584
fac36a4d4376093a9719e9da210a920f	Unassigned	0.8299888610477715
55faf2cc824411c87bf274ec08495bc5	Unassigned	0.8668462258581879
b008a83ddcfbae8bd4aa330c48a11165	Unassigned	0.30055467786584755
b443863c78077a62bc3f84703eec3dd2	Unassigned	0.8215247279023292
35918b9ee4fdf87990a1ece4bc36f572	Unassigned	0.8696182230972578
72a2438e1d6a4b20f2118b5bcf7ea111	Unassigned	0.8202753463814041
2365fc65febd97d78fb4be8620235382	Unassigned	0.6383750207459722
550259f8a310cb9472f4e321415bdb07	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9720010785286892
a2c2c9381a2770a741d289bf6cdcf0b8	Unassigned	0.8494080332405931
b410d1332cccdee58fbbfeb16fb52f7d	Unassigned	0.6743754705322531
e8fcdf2f74cd3f406b731d4f0d3a37f4	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.9999988620740562
954fd217225cb25b92f2fd93417acf21	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	0.995032854575354
f08e7857c4a3632ed6f9991acbda3869	d__Eukaryota	0.872879466034329
47c9d6118f416b0fea22d01367b8cce0	d__Bacteria	0.7987209718519772
98a6a3e4c0354774c809bc7db93e94cd	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9980433463085709
99dcc5a8721fd1b5700ffa44891297de	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_jensenii	0.8498397854784839
1cb343b3b4335e8ca46436d5152abfe4	Unassigned	0.5784392124560727
afe8940c2c28b09f8c52e141806fe307	Unassigned	0.7698355875427487
701becc890956a351da2ee1aec11d10c	Unassigned	0.794419004383137
b08700041fbdf1d918bbc825513ab435	Unassigned	0.9547111264328836
5eb0fe2919bee63362e55f6de4f998f2	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.933813209047174
6b53879dfcfb7d5ce4738c15cc247232	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Cupriavidus	0.9166821057364243
34ccbc27b23d152b99dbebbe2e1e7212	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.9961556786673301
